,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,text_clean,label_id,ESG_Label,Impact_Level_Code,ESG_Controversy,Year,Sentiment_Code
2923,2923,2923,2923,2923,2025-04-10,Media and Entertainment companies report a surge in streaming revenue,Financial Times,Regulatory Compliance Failure,NSE Nifty,-0.66,52.49,Neutral,Utilities,Low,Intel,https://www.cnbc.com/2025/09/automotive-industry-trends,media and entertainment companies report a surge in streaming revenue,7,Governance,0,0,2025,0.0
2924,2924,2924,2924,2924,2025-02-08,"Global trade talks collapse, causing market turmoil",Wall Street Journal,Accounting Fraud Investigation,S&P/TSX Composite,-4.69,266.48,Negative,Technology,Medium,Intel,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,"global trade talks collapse, causing market turmoil",12,Governance,1,1,2025,-1.0
2925,2925,2925,2925,2925,2025-02-25,Quarterly report shows surprising losses for retail giants,Times of India,Antitrust Investigation,FTSE 100,2.21,132.84,Negative,Industrials,High,Lockheed Martin,https://www.wsj.com/europe/regulatory-changes,quarterly report shows surprising losses for retail giants,12,Governance,2,1,2025,-1.0
2926,2926,2926,2926,2926,2025-04-27,Supply chain issues impact manufacturing sector earnings,Barron's,Accounting Fraud Investigation,S&P/TSX Composite,-1.29,133.2,Positive,Pharmaceuticals,Medium,Intel,https://www.reuters.com/markets/stocks/tech-rally,supply chain issues impact manufacturing sector earnings,9,Governance,1,1,2025,1.0
2927,2927,2927,2927,2927,2025-03-24,New housing data release shows a slowdown in market activity,Bloomberg,Regulatory Compliance Failure,NSE Nifty,3.88,71.34,Neutral,Materials,Medium,Ford Motor Company,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,new housing data release shows a slowdown in market activity,14,Governance,1,1,2025,0.0
2928,2928,2928,2928,2928,2025-08-11,Government spending bill is expected to stimulate the economy,Mint,Antitrust Investigation,Dow Jones,-3.57,293.49,Negative,Real Estate,Low,Ford Motor Company,https://www.cnbc.com/2025/09/automotive-industry-trends,government spending bill is expected to stimulate the economy,11,Governance,0,0,2025,-1.0
2929,2929,2929,2929,2929,2025-02-24,Consumer Discretionary stocks outperform as spending increases,Investopedia,Regulatory Compliance Failure,Euro Stoxx 50,-3.33,440.38,Negative,Energy,Medium,Chevron Corporation,https://www.moneycontrol.com/us-markets/nasdaq-composite,consumer discretionary stocks outperform as spending increases,5,Governance,1,1,2025,-1.0
2930,2930,2930,2930,2930,2025-06-26,Government spending bill is expected to stimulate the economy,Times of India,Regulatory Compliance Failure,NSE Nifty,-3.06,212.35,Neutral,Transportation,Medium,JPMorgan Chase,https://timesofindia.indiatimes.com/business/corporate-governance,government spending bill is expected to stimulate the economy,14,Governance,1,1,2025,0.0
2931,2931,2931,2931,2931,2025-06-12,E-commerce earnings report beats all analyst expectations,The Hindu Business Line,Antitrust Investigation,Shanghai Composite,2.25,260.61,Positive,Materials,Low,Chevron Corporation,https://www.wsj.com/europe/regulatory-changes,e commerce earnings report beats all analyst expectations,10,Governance,0,0,2025,1.0
2932,2932,2932,2932,2932,2025-04-24,Utilities sector remains stable during market fluctuations,CNBC,Accounting Fraud Investigation,BSE Sensex,3.97,155.19,Negative,Materials,High,JPMorgan Chase,https://www.wsj.com/china/market-rally,utilities sector remains stable during market fluctuations,11,Governance,2,1,2025,-1.0
2933,2933,2933,2933,2933,2025-02-05,Unexpected rise in unemployment fuels market pessimism,Reuters,Human Rights Allegation,NSE Nifty,3.16,460.81,Negative,Healthcare,High,Chevron Corporation,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,unexpected rise in unemployment fuels market pessimism,17,Social,2,1,2025,-1.0
2934,2934,2934,2934,2934,2025-08-06,Media and Entertainment companies report a surge in streaming revenue,Reuters,Executive Misconduct,Shanghai Composite,-1.31,357.29,Negative,Media & Entertainment,Medium,Exxon Mobil,https://www.business-standard.com/economy/inflation-data,media and entertainment companies report a surge in streaming revenue,14,Governance,1,1,2025,-1.0
2935,2935,2935,2935,2935,2025-06-27,Gold prices surge as investors flee riskier assets,Seeking Alpha,Accounting Fraud Investigation,Nikkei 225,2.03,425.75,Neutral,Pharmaceuticals,Medium,Bank of America,https://www.ft.com/content/currency-devaluation,gold prices surge as investors flee riskier assets,15,Governance,1,1,2025,0.0
2936,2936,2936,2936,2936,2025-02-26,ASX 200 gains on strong export performance,CNBC,Product Safety Recall,CAC 40,-0.36,194.45,Negative,Aerospace & Defense,High,Bank of America,https://www.reuters.com/business/retail-sector-earnings,asx 200 gains on strong export performance,3,Social,2,1,2025,-1.0
2937,2937,2937,2937,2937,2025-04-08,Government subsidy program gives a lift to the agriculture sector,Investopedia,Executive Misconduct,S&P 500,-2.91,316.47,Negative,Agriculture,High,Bank of America,https://www.investopedia.com/articles/government-policy-announcement,government subsidy program gives a lift to the agriculture sector,14,Governance,2,1,2025,-1.0
2938,2938,2938,2938,2938,2025-03-07,Major oil spill sends energy stocks plummeting,Yahoo Finance,Product Safety Recall,IBOVESPA,-1.07,246.34,Negative,Utilities,Medium,Microsoft,https://www.forbes.com/finance/geopolitical-event-impact,major oil spill sends energy stocks plummeting,3,Social,1,1,2025,-1.0
2939,2939,2939,2939,2939,2025-07-25,Unexpected rise in unemployment fuels market pessimism,Financial Times,Antitrust Investigation,IBOVESPA,-0.46,146.03,Negative,Finance,High,Bank of America,https://www.business-standard.com/finance/corporate-earnings,unexpected rise in unemployment fuels market pessimism,1,Governance,2,1,2025,-1.0
2940,2940,2940,2940,2940,2025-08-10,Unexpected rise in unemployment fuels market pessimism,The Motley Fool,Product Safety Recall,Hang Seng,-1.64,490.45,Negative,Finance,High,Microsoft,https://www.marketwatch.com/story/consumer-goods-report,unexpected rise in unemployment fuels market pessimism,3,Social,2,1,2025,-1.0
2941,2941,2941,2941,2941,2025-03-05,Market sentiment turns positive on vaccine trial results,The Motley Fool,Labor Rights Violation,KOSPI,-4.92,56.85,Negative,Aerospace & Defense,Low,JPMorgan Chase,https://www.ft.com/content/currency-devaluation,market sentiment turns positive on vaccine trial results,8,Social,0,0,2025,-1.0
2942,2942,2942,2942,2942,2025-08-05,Gold prices surge as investors flee riskier assets,Barron's,Regulatory Compliance Failure,TSX,3.41,312.32,Negative,Technology,High,Chevron Corporation,https://www.moneycontrol.com/us-markets/nasdaq-composite,gold prices surge as investors flee riskier assets,12,Governance,2,1,2025,-1.0
2943,2943,2943,2943,2943,2025-06-11,New IPO for a popular software firm is oversubscribed,Mint,Regulatory Compliance Failure,Russell 2000,0.25,469.52,Negative,Telecommunications,Medium,Intel,https://www.reuters.com/business/retail-sector-earnings,new ipo for a popular software firm is oversubscribed,15,Governance,1,1,2025,-1.0
2944,2944,2944,2944,2944,2025-02-05,,Mint,Accounting Fraud Investigation,BSE Sensex,-4.03,133.82,Positive,Automotive,Low,Ford Motor Company,https://www.moneycontrol.com/us-markets/dow-jones-industrial,,7,Governance,0,0,2025,1.0
2945,2945,2945,2945,2945,2025-02-17,Real Estate sector shows signs of overheating as interest rates fall,Reuters,Regulatory Compliance Failure,BSE Sensex,-3.37,187.97,Positive,Real Estate,Low,JPMorgan Chase,https://www.investopedia.com/articles/government-policy-announcement,real estate sector shows signs of overheating as interest rates fall,11,Governance,0,0,2025,1.0
2946,2946,2946,2946,2946,2025-06-13,Financial sector bracing for new capital requirements,Yahoo Finance,Product Safety Recall,Russell 2000,-1.36,425.53,Negative,Aerospace & Defense,Low,Microsoft,https://www.business-standard.com/international-business/trade-policy,financial sector bracing for new capital requirements,17,Social,0,0,2025,-1.0
2947,2947,2947,2947,2947,2025-06-17,Bond yields tumble as investors seek safe havens,Wall Street Journal,Regulatory Compliance Failure,ASX 200,-2.36,182.47,Positive,Automotive,Medium,Chevron Corporation,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,bond yields tumble as investors seek safe havens,5,Governance,1,1,2025,1.0
2948,2948,2948,2948,2948,2025-02-01,E-commerce earnings report beats all analyst expectations,Seeking Alpha,Antitrust Investigation,Nikkei 225,3.69,196.17,Neutral,Materials,Medium,Lockheed Martin,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,e commerce earnings report beats all analyst expectations,7,Governance,1,1,2025,0.0
2949,2949,2949,2949,2949,2025-02-23,E-commerce earnings report beats all analyst expectations,Economic Times,Antitrust Investigation,FTSE 100,-3.79,212.74,Negative,Retail,High,Ford Motor Company,https://www.ft.com/content/geopolitical-summit,e commerce earnings report beats all analyst expectations,16,Governance,2,1,2025,-1.0
2950,2950,2950,2950,2950,2025-06-23,New regulations on cryptocurrencies cause a market dip,MarketWatch,Executive Misconduct,BSE Sensex,4.91,383.29,Negative,Agriculture,Medium,Microsoft,https://www.wsj.com/china/market-regulation,new regulations on cryptocurrencies cause a market dip,7,Governance,1,1,2025,-1.0
2951,2951,2951,2951,2951,2025-07-07,Record-high inflation data rattles investors,Mint,Human Rights Allegation,Nasdaq Composite,4.02,317.34,Negative,Transportation,High,Bank of America,https://economictimes.indiatimes.com/industry/industrials,record high inflation data rattles investors,8,Social,2,1,2025,-1.0
2952,2952,2952,2952,2952,2025-08-04,Market braces for a major policy announcement from the EU,Wall Street Journal,Executive Misconduct,Dow Jones,0.99,205.59,Negative,Construction,Low,Apple Inc.,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,market braces for a major policy announcement from the eu,14,Governance,0,0,2025,-1.0
2953,2953,2953,2953,2953,2025-05-10,UK's FTSE 100 sees a boost from favorable trade data,Wall Street Journal,Antitrust Investigation,ASX 200,-3.88,196.81,Negative,Transportation,Medium,Ford Motor Company,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,uk's ftse 100 sees a boost from favorable trade data,1,Governance,1,1,2025,-1.0
2954,2954,2954,2954,2954,2025-03-02,UK's FTSE 100 sees a boost from favorable trade data,Seeking Alpha,Accounting Fraud Investigation,KOSPI,1.67,283.05,Negative,Finance,High,Intel,https://www.ft.com/content/tech-sector-innovation,uk's ftse 100 sees a boost from favorable trade data,13,Governance,2,1,2025,-1.0
2955,2955,2955,2955,2955,2025-02-13,A massive data breach sends a tech company's stock tumbling,Seeking Alpha,Accounting Fraud Investigation,FTSE 100,-1.11,394.24,Negative,Retail,Medium,Intel,https://www.investopedia.com/articles/government-policy-announcement,a massive data breach sends a tech company's stock tumbling,0,Governance,1,1,2025,-1.0
2956,2956,2956,2956,2956,2025-07-08,A massive data breach sends a tech company's stock tumbling,Barron's,Human Rights Allegation,S&P/TSX Composite,2.81,234.19,Neutral,Retail,Low,Lockheed Martin,https://www.ft.com/content/geopolitical-summit,a massive data breach sends a tech company's stock tumbling,8,Social,0,0,2025,0.0
2957,2957,2957,2957,2957,2025-02-23,Dow Jones plunges as market fears recession,Investopedia,Human Rights Allegation,Russell 2000,-4.77,474.03,Negative,Healthcare,Low,Microsoft,https://economictimes.indiatimes.com/industry/industrials,dow jones plunges as market fears recession,8,Social,0,0,2025,-1.0
2958,2958,2958,2958,2958,2025-07-28,Gold prices surge as investors flee riskier assets,Bloomberg,Accounting Fraud Investigation,CAC 40,-1.01,84.48,Negative,Agriculture,Low,Intel,https://www.bloomberg.com/canada/tsunami-warnings,gold prices surge as investors flee riskier assets,10,Governance,0,0,2025,-1.0
2959,2959,2959,2959,2959,2025-06-13,Nikkei 225 index benefits from a weaker yen,Wall Street Journal,Accounting Fraud Investigation,CAC 40,1.81,491.21,Neutral,Industrials,Medium,Chevron Corporation,,nikkei 225 index benefits from a weaker yen,0,Governance,1,1,2025,0.0
2960,2960,2960,2960,2960,2025-06-08,Quarterly report shows surprising losses for retail giants,Seeking Alpha,Worker Strike,IBOVESPA,-3.71,352.68,,Automotive,Medium,Lockheed Martin,https://www.business-standard.com/international-business/trade-policy,quarterly report shows surprising losses for retail giants,8,Social,1,1,2025,
2961,2961,2961,2961,2961,2025-02-05,Geopolitical ceasefire prompts a broad market recovery,Yahoo Finance,Regulatory Compliance Failure,FTSE 100,2.12,352.72,Negative,Energy,Low,Chevron Corporation,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,geopolitical ceasefire prompts a broad market recovery,9,Governance,0,0,2025,-1.0
2962,2962,2962,2962,2962,2025-05-26,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Reuters,Accounting Fraud Investigation,Nikkei 225,-4.97,114.57,Negative,Finance,Low,Lockheed Martin,https://www.ft.com/content/currency-devaluation,tech giant's new product launch sparks sector wide gains,13,Governance,0,0,2025,-1.0
2963,2963,2963,2963,2963,2025-04-16,China's Shanghai Composite falls after new trade restrictions,The Motley Fool,Human Rights Allegation,KOSPI,3.27,383.29,Negative,Technology,High,Lockheed Martin,https://www.moneycontrol.com/us-markets/sp-500,china's shanghai composite falls after new trade restrictions,3,Social,2,1,2025,-1.0
2964,2964,2964,2964,2964,2025-07-27,Central Bank's dovish tone hints at future rate cuts,The Economist,Carbon Emissions Violation,FTSE 100,,221.19,Negative,Consumer Goods,Medium,Exxon Mobil,https://economictimes.indiatimes.com/news/economy/unemployment-rate,central bank's dovish tone hints at future rate cuts,2,Environmental,1,1,2025,-1.0
2965,2965,2965,2965,2965,2025-05-22,China's Shanghai Composite falls after new trade restrictions,CNBC,Antitrust Investigation,Dow Jones,-1.81,310.2,Neutral,Retail,Low,Ford Motor Company,https://www.ft.com/content/media-entertainment-merger,china's shanghai composite falls after new trade restrictions,13,Governance,0,0,2025,0.0
2966,2966,2966,2966,2966,2025-08-09,Financial sector bracing for new capital requirements,Bloomberg,Product Safety Recall,Russell 2000,,98.34,Negative,Aerospace & Defense,High,Ford Motor Company,https://www.business-standard.com/economy/trade-disputes-impact,financial sector bracing for new capital requirements,3,Social,2,1,2025,-1.0
2967,2967,2967,2967,2967,2025-06-27,A massive data breach sends a tech company's stock tumbling,MarketWatch,Antitrust Investigation,KOSPI,3.21,157.99,Negative,Finance,High,Ford Motor Company,https://www.investopedia.com/articles/government-policy-announcement,a massive data breach sends a tech company's stock tumbling,0,Governance,2,1,2025,-1.0
2968,2968,2968,2968,2968,2025-02-28,Consumer Discretionary stocks outperform as spending increases,MarketWatch,Regulatory Compliance Failure,Dow Jones,-1.49,76.07,Negative,Materials,High,JPMorgan Chase,https://www.moneycontrol.com/us-markets/dow-jones-industrial,consumer discretionary stocks outperform as spending increases,12,Governance,2,1,2025,-1.0
2969,2969,2969,2969,2969,2025-05-31,Banking stocks dip after a major scandal is revealed,Seeking Alpha,Executive Misconduct,BSE Sensex,2.93,499.19,Negative,Consumer Goods,High,Exxon Mobil,https://www.cnbc.com/2025/10/real-estate-market-analysis,banking stocks dip after a major scandal is revealed,11,Governance,2,1,2025,-1.0
